text,category,priority,recommendation,sla,city,area
"Dear Support, The cap on the oil bottle does not close tightly, causing it to slow-leak when stored horizontally. Please resolve this.",Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Delhi,Bandra
"Dear Support, The dropper bulb is torn and does not suck up the liquid oil from the bottle. Please resolve this.",Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Ahmedabad,Navrangpura
"The label on the supplement bottle is peeling off, and I can't read the allergy warnings. I am very disappointed.",Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Delhi,Bandra
"Hello team, The flip-top lid on the tube of face scrub snapped off on the first day of use. Need a response soon. Thanks.",Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Mumbai,Baner
The package design makes it very difficult to squeeze out the thick paste from the tube. I am very disappointed.,Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Surat,Satellite
Urgent: The scoop inside the protein powder tub was broken in half.,Packaging,Medium,"Apologize for the inconvenience. Ship a replacement pump/dispenser or a new product, and report the transit damage to the logistics department.",48 hours,Ahmedabad,Navrangpura
"Hello team, The outer cardboard box was slightly dented, but the bottle inside was perfectly fine. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Dwarka
"Hello team, The logo print on the shampoo bottle is misaligned and looks slightly cheap. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Vesu
The packaging is a bit bulky and takes up too much space in my medicine cabinet. I am very disappointed.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Juhu
"Urgent: The plastic wrap around the bottle was scratched, although the seal was intact.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Juhu
Urgent: The color of the pump dispenser cap is different from what was shown in the website image.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Baner
"Urgent: The box had some glue residue on the surface, making it sticky to hold.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Dwarka
Complaint: The text font on the packaging is a bit too small to read easily without glasses. Batch No: BATCH-2976.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Vesu
"Dear Support, Just a minor suggestion to use eco-friendly paper packaging instead of plastic wraps. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Kothrud
"Complaint: The dispenser cap has a minor scratch, but the product works fine. Batch No: BATCH-4545.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Dwarka
"Hello team, The outer packaging box did not have the new brand logo on it. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Juhu
"The outer cardboard box was slightly dented, but the bottle inside was perfectly fine.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Satellite
Complaint: The logo print on the shampoo bottle is misaligned and looks slightly cheap. Batch No: BATCH-5853.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Vesu
Complaint: The packaging is a bit bulky and takes up too much space in my medicine cabinet. Batch No: BATCH-5952.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Juhu
"Complaint: The plastic wrap around the bottle was scratched, although the seal was intact. Batch No: BATCH-5494.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Adajan
The color of the pump dispenser cap is different from what was shown in the website image.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Kothrud
"Hello team, The box had some glue residue on the surface, making it sticky to hold. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Satellite
"Dear Support, The text font on the packaging is a bit too small to read easily without glasses. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Dwarka
Just a minor suggestion to use eco-friendly paper packaging instead of plastic wraps. I am very disappointed.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Baner
"Urgent: The dispenser cap has a minor scratch, but the product works fine.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Adajan
Urgent: The outer packaging box did not have the new brand logo on it.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Satellite
"Dear Support, The outer cardboard box was slightly dented, but the bottle inside was perfectly fine. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Baner
"Dear Support, The logo print on the shampoo bottle is misaligned and looks slightly cheap. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Adajan
Complaint: The packaging is a bit bulky and takes up too much space in my medicine cabinet. Batch No: BATCH-3444.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Dwarka
"Dear Support, The plastic wrap around the bottle was scratched, although the seal was intact. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Satellite
The color of the pump dispenser cap is different from what was shown in the website image.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Saket
"The box had some glue residue on the surface, making it sticky to hold.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Bandra
The text font on the packaging is a bit too small to read easily without glasses.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Baner
Just a minor suggestion to use eco-friendly paper packaging instead of plastic wraps. I am very disappointed.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Saket
"The dispenser cap has a minor scratch, but the product works fine. I am very disappointed.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Saket
The outer packaging box did not have the new brand logo on it.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Saket
"Hello team, The outer cardboard box was slightly dented, but the bottle inside was perfectly fine. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Bandra
"Hello team, The logo print on the shampoo bottle is misaligned and looks slightly cheap. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Dwarka
"Hello team, The packaging is a bit bulky and takes up too much space in my medicine cabinet. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Kothrud
"Complaint: The plastic wrap around the bottle was scratched, although the seal was intact. Batch No: BATCH-3847.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Satellite
Complaint: The color of the pump dispenser cap is different from what was shown in the website image. Batch No: BATCH-1043.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Baner
"Hello team, The box had some glue residue on the surface, making it sticky to hold. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Baner
Urgent: The text font on the packaging is a bit too small to read easily without glasses.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Bandra
Urgent: Just a minor suggestion to use eco-friendly paper packaging instead of plastic wraps.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Baner
"Dear Support, The dispenser cap has a minor scratch, but the product works fine. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Ahmedabad,Dwarka
"Hello team, The outer packaging box did not have the new brand logo on it. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Bandra
"The outer cardboard box was slightly dented, but the bottle inside was perfectly fine. I am very disappointed.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Juhu
Complaint: The logo print on the shampoo bottle is misaligned and looks slightly cheap. Batch No: BATCH-3441.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Kothrud
"Dear Support, The packaging is a bit bulky and takes up too much space in my medicine cabinet. Please resolve this.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Kothrud
"Urgent: The plastic wrap around the bottle was scratched, although the seal was intact.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Saket
Urgent: The color of the pump dispenser cap is different from what was shown in the website image.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Satellite
"The box had some glue residue on the surface, making it sticky to hold. I am very disappointed.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Navrangpura
Urgent: The text font on the packaging is a bit too small to read easily without glasses.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Delhi,Juhu
Just a minor suggestion to use eco-friendly paper packaging instead of plastic wraps. I am very disappointed.,Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Mumbai,Satellite
"The dispenser cap has a minor scratch, but the product works fine.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Surat,Navrangpura
"Hello team, The outer packaging box did not have the new brand logo on it. Need a response soon. Thanks.",Packaging,Low,Log the aesthetic packaging issue and notify the production team. Thank the customer for bringing it to our attention.,72 hours,Pune,Saket
Urgent: Our pharmacy order was double billed on the credit card. Charge shows $1500 twice.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Satellite
"Complaint: Ordered 200 bulk units of protein shakes for our retail store, but the invoice shows we paid for 200 and received only 100. Batch No: BATCH-1339.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Saket
"Dear Support, The wholesale invoice does not reflect the 25% distributor discount we agreed upon in our contract. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Baner
"We sent a payment of $5000 for order #TR8932 two weeks ago, but your warehouse team is withholding shipping.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Dwarka
Complaint: We received a invoice billing us for 50 boxes of skin creams that we never ordered or received. Batch No: BATCH-8141.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Satellite
Our wholesale distributor account was charged for a shipment that was cancelled in writing last month. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Navrangpura
"Urgent: As a retail partner, we are losing sales because your system keeps generating incorrect trade prices.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Satellite
Complaint: Our warehouse received a shipment where half the bulk boxes were empty. We need immediate billing correction. Batch No: BATCH-6403.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Baner
Urgent: There is a pricing error on the B2B portal charging us double the distributor list price for wellness teas.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Juhu
"Dear Support, We paid for express trade delivery, but our shipment has been stuck at your fulfillment center for 10 days. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Satellite
Urgent: Our pharmacy order was double billed on the credit card. Charge shows $1500 twice.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Vesu
"Dear Support, Ordered 200 bulk units of protein shakes for our retail store, but the invoice shows we paid for 200 and received only 100. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Juhu
"Dear Support, The wholesale invoice does not reflect the 25% distributor discount we agreed upon in our contract. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Baner
"We sent a payment of $5000 for order #TR8932 two weeks ago, but your warehouse team is withholding shipping. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Bandra
We received a invoice billing us for 50 boxes of skin creams that we never ordered or received.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Saket
Our wholesale distributor account was charged for a shipment that was cancelled in writing last month. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Adajan
"Complaint: As a retail partner, we are losing sales because your system keeps generating incorrect trade prices. Batch No: BATCH-5375.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Kothrud
Urgent: Our warehouse received a shipment where half the bulk boxes were empty. We need immediate billing correction.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Baner
"Dear Support, There is a pricing error on the B2B portal charging us double the distributor list price for wellness teas. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Saket
"Complaint: We paid for express trade delivery, but our shipment has been stuck at your fulfillment center for 10 days. Batch No: BATCH-3594.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Juhu
"Dear Support, Our pharmacy order was double billed on the credit card. Charge shows $1500 twice. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Navrangpura
"Dear Support, Ordered 200 bulk units of protein shakes for our retail store, but the invoice shows we paid for 200 and received only 100. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Satellite
The wholesale invoice does not reflect the 25% distributor discount we agreed upon in our contract. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Kothrud
"We sent a payment of $5000 for order #TR8932 two weeks ago, but your warehouse team is withholding shipping. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Juhu
"Hello team, We received a invoice billing us for 50 boxes of skin creams that we never ordered or received. Need a response soon. Thanks.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Navrangpura
Our wholesale distributor account was charged for a shipment that was cancelled in writing last month. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Bandra
"As a retail partner, we are losing sales because your system keeps generating incorrect trade prices. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Kothrud
Our warehouse received a shipment where half the bulk boxes were empty. We need immediate billing correction. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Saket
There is a pricing error on the B2B portal charging us double the distributor list price for wellness teas.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Satellite
"Urgent: We paid for express trade delivery, but our shipment has been stuck at your fulfillment center for 10 days.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Vesu
Our pharmacy order was double billed on the credit card. Charge shows $1500 twice.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Adajan
"Urgent: Ordered 200 bulk units of protein shakes for our retail store, but the invoice shows we paid for 200 and received only 100.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Saket
The wholesale invoice does not reflect the 25% distributor discount we agreed upon in our contract.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Kothrud
"We sent a payment of $5000 for order #TR8932 two weeks ago, but your warehouse team is withholding shipping. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Baner
Urgent: We received a invoice billing us for 50 boxes of skin creams that we never ordered or received.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Juhu
Our wholesale distributor account was charged for a shipment that was cancelled in writing last month.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Baner
"Urgent: As a retail partner, we are losing sales because your system keeps generating incorrect trade prices.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Bandra
Our warehouse received a shipment where half the bulk boxes were empty. We need immediate billing correction.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Bandra
There is a pricing error on the B2B portal charging us double the distributor list price for wellness teas. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Vesu
"Hello team, We paid for express trade delivery, but our shipment has been stuck at your fulfillment center for 10 days. Need a response soon. Thanks.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Navrangpura
Our pharmacy order was double billed on the credit card. Charge shows $1500 twice. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Baner
"Dear Support, Ordered 200 bulk units of protein shakes for our retail store, but the invoice shows we paid for 200 and received only 100. Please resolve this.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Juhu
The wholesale invoice does not reflect the 25% distributor discount we agreed upon in our contract.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Satellite
"We sent a payment of $5000 for order #TR8932 two weeks ago, but your warehouse team is withholding shipping. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Juhu
We received a invoice billing us for 50 boxes of skin creams that we never ordered or received. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Surat,Kothrud
Our wholesale distributor account was charged for a shipment that was cancelled in writing last month. I am very disappointed.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Ahmedabad,Satellite
"As a retail partner, we are losing sales because your system keeps generating incorrect trade prices. I am very disappointed.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Pune,Vesu
Our warehouse received a shipment where half the bulk boxes were empty. We need immediate billing correction.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Satellite
Urgent: There is a pricing error on the B2B portal charging us double the distributor list price for wellness teas.,Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Delhi,Navrangpura
"Urgent: We paid for express trade delivery, but our shipment has been stuck at your fulfillment center for 10 days.",Trade,High,"Contact the distributor/retailer immediately. Conduct an internal audit of the billing/shipping system, correct the invoice error, and escalate to the Sales Director.",24 hours,Mumbai,Juhu
"Dear Support, The bulk delivery to our Surat store is delayed by 5 days, and our shelves are running out of stock. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Satellite
Complaint: The wholesale shipment arrived with 10 units of chocolate flavor instead of the vanilla flavor we ordered. Batch No: BATCH-5708.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Satellite
The tracking link for our retail store order is broken and shows an error message. I am very disappointed.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Satellite
"We received a consignment of health supplements, but 5 jars had expired date labels. I am very disappointed.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Dwarka
"Dear Support, The courier partner left the wholesale package outside our warehouse in the rain, damaging the outer cases. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Vesu
"Dear Support, We requested a credit note for returned stock last month, but it has not been issued to our trade account yet. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Vesu
Urgent: Our retail order was shipped to our old Pune office address instead of our new Ahmedabad warehouse.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Kothrud
Complaint: The delivery driver refused to unload the bulk pallet at our loading dock as agreed. Batch No: BATCH-9702.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Saket
"Hello team, We received the shipping notification for our wholesale order, but the courier has not picked it up yet. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Kothrud
Complaint: Could you update the delivery date for retail order #TR992? We need to schedule staff for unloading. Batch No: BATCH-2293.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Navrangpura
"The bulk delivery to our Surat store is delayed by 5 days, and our shelves are running out of stock.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Baner
The wholesale shipment arrived with 10 units of chocolate flavor instead of the vanilla flavor we ordered.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Bandra
The tracking link for our retail store order is broken and shows an error message. I am very disappointed.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Baner
"Urgent: We received a consignment of health supplements, but 5 jars had expired date labels.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Baner
"Urgent: The courier partner left the wholesale package outside our warehouse in the rain, damaging the outer cases.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Delhi,Kothrud
"Dear Support, We requested a credit note for returned stock last month, but it has not been issued to our trade account yet. Please resolve this.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Mumbai,Vesu
Our retail order was shipped to our old Pune office address instead of our new Ahmedabad warehouse.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Navrangpura
"Hello team, The delivery driver refused to unload the bulk pallet at our loading dock as agreed. Need a response soon. Thanks.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Pune,Baner
"Urgent: We received the shipping notification for our wholesale order, but the courier has not picked it up yet.",Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Ahmedabad,Navrangpura
Could you update the delivery date for retail order #TR992? We need to schedule staff for unloading. I am very disappointed.,Trade,Medium,"Investigate shipment status with the courier partner. Provide an updated tracking link, and process a shipping fee refund if delayed beyond SLA.",48 hours,Surat,Bandra
